user_id,is_gone
12,0.05125676262192948
13,0.39993593554832063
15,0.1695309964370108
21,0.3342916324018383
35,0.15601194450796646
45,0.07629192387927264
55,0.15561811127131536
58,0.15665789195188212
62,0.06040864355048695
74,0.12976233977343857
81,0.03697992102956285
102,0.39993593554832063
105,0.03731723634768716
112,0.07917565823160821
113,0.16650405932929346
119,0.314016322941103
124,0.17585933355068362
140,0.257151283992018
141,0.06251635251534211
150,0.06854576541745715
162,0.07629192387927264
164,0.067948065196901
167,0.06255293380876134
177,0.16993031972520795
186,0.403227514444477
195,0.19114993889627266
198,0.28578615512805955
200,0.2841865739634709
204,0.15629290161202566
207,0.3970626951187894
208,0.40169628161818327
212,0.0801445057313556
235,0.12451511371182393
242,0.04798730384416037
248,0.32926567247316607
253,0.3164120377734546
260,0.0902918621151892
261,0.1642278935305024
271,0.10205071381802303
298,0.12192718667566478
303,0.15583951069794444
324,0.08043509250206929
328,0.06115694344924366
331,0.06123068716451848
335,0.05202152796813627
341,0.17713714028856015
355,0.049541726892176334
363,0.13685284370581693
367,0.05058997263569373
373,0.06229033516127249
391,0.3441152672933621
409,0.41662501730824614
411,0.08656010785168598
417,0.03534536830943325
424,0.08062301902004267
430,0.28038168001681923
448,0.03702406769115208
460,0.07629192387927264
465,0.08478983040399182
467,0.315630245259132
474,0.330696490948616
486,0.1608952989373247
498,0.38576808610895735
530,0.3489285984778623
557,0.06015691366638795
561,0.15215084114809568
565,0.17670486820332934
567,0.09859785200746198
570,0.06251635251534211
574,0.08062301902004267
575,0.02197234790470182
578,0.1540444901498805
586,0.2989569624758949
593,0.07850872402784187
599,0.06685553054579423
601,0.4349760799334098
602,0.08047983733366015
613,0.036948638597537206
659,0.07869766661345505
664,0.3529115905239222
672,0.08797211961812453
683,0.06542241883159979
693,0.08642473290652652
704,0.06251635251534211
723,0.03697992102956285
725,0.04569780636402373
739,0.06475168670463616
744,0.051086699076336506
747,0.06854576541745715
754,0.17585933355068362
765,0.3990604724357135
770,0.15610195554061915
804,0.10898398098820207
837,0.034532739419109705
880,0.03697992102956285
886,0.23559274542066333
898,0.059259980345158184
901,0.3159062163402711
904,0.43625740689300696
920,0.1561095736251461
953,0.06123068716451848
960,0.3179386253351378
970,0.3204001053656786
972,0.14458654757767497
980,0.1808967620188578
988,0.023332905520580077
1003,0.08665055772857012
1041,0.06021521972628546
1044,0.07629192387927264
1049,0.3456558935616644
1054,0.06854576541745715
1061,0.15327423634381834
1087,0.14826381793409868
1092,0.07917565823160821
1100,0.06854576541745715
1134,0.1358617107156159
1137,0.06100479110808944
1145,0.0348886272402926
1149,0.07850035228201836
1153,0.15445798272350397
1154,0.06229033516127249
1156,0.15059863383504396
1164,0.3316225571141798
1171,0.14437902152342633
1187,0.3970626951187894
1211,0.08222463095220457
1245,0.060405364658755636
1246,0.22795696545416788
1274,0.15123308178018427
1302,0.1186602193041805
1313,0.06854576541745715
1314,0.041649134572894896
1341,0.05029628131694183
1347,0.07934304255126108
1354,0.07629192387927264
1356,0.1291870364935693
1358,0.08126259666749618
1359,0.43852384735586125
1365,0.07629192387927264
1367,0.05440057576496981
1375,0.06229033516127249
1384,0.021558324769137063
1392,0.07942410922397591
1412,0.04800419561006666
1413,0.03731723634768716
1420,0.06854576541745715
1426,0.4159139260619977
1438,0.15136890480044007
1441,0.43852384735586125
1442,0.06040864355048695
1457,0.11946486344846777
1458,0.07629192387927264
1459,0.40055492046999286
1460,0.031222278756405257
1464,0.06229033516127249
1472,0.14982871253451813
1488,0.15185802996833306
1510,0.07869766661345505
1520,0.15702045422616184
1541,0.06662748170343735
1543,0.07648015277110286
1550,0.07629192387927264
1551,0.06123068716451848
1554,0.07869766661345505
1556,0.04561325355429008
1563,0.07942410922397591
1571,0.3355799224326983
1580,0.08062301902004267
1584,0.15067205960477617
